id,TS,volume,price
202247414,1519483250976,-0.04,9729.4
202247415,1519483250977,-0.35,9729.0
202247416,1519483250980,-1.0,9728.3
202247417,1519483250981,-0.57681615,9728.2
202247423,1519483251232,0.05008,9731.5
202247426,1519483251665,0.01,9732.0
202247433,1519483252246,-0.42318385,9728.2
202247434,1519483252247,-2.2,9728.1
202247435,1519483252248,-0.37681615,9728.0
202247439,1519483252415,0.08805084,9731.4
202247447,1519483253143,0.1,9728.3
