StartTime,EndTime,Open,High,Low,Close,Volume,Red,Bid_Ask_Spread,inttime
2018-01-01 00:00:00,2018-01-01 00:01:00,13763.0,13788.0,13752.18233851,13753.0,5.133267709999998,1,-10.0,736695.0
2018-01-01 00:01:00,2018-01-01 00:02:00,13763.0,13773.0,13741.0,13772.0,15.53608161999999,0,-28.0,736695.0006944444
2018-01-01 00:02:00,2018-01-01 00:03:00,13774.0,13777.0,13741.0,13742.0,16.958926330000004,0,-33.0,736695.0013888889
2018-01-01 00:03:00,2018-01-01 00:04:00,13741.0,13742.0,13721.0,13722.0,25.78304242000004,1,-17.0,736695.0020833333
2018-01-01 00:04:00,2018-01-01 00:05:00,13722.0,13722.0,13709.0,13709.0,11.430999569999992,0,-12.0,736695.0027777777
2018-01-01 00:05:00,2018-01-01 00:06:00,13710.0,13710.0,13559.0,13628.0,169.51713289999984,0,-119.0,736695.0034722222
2018-01-01 00:06:00,2018-01-01 00:07:00,13628.0,13637.0,13621.0,13625.0,21.351553499999987,0,-11.0,736695.0041666667
2018-01-01 00:07:00,2018-01-01 00:08:00,13624.0,13624.0,13591.0,13607.0,23.800193340000003,1,-28.0,736695.004861111
2018-01-01 00:08:00,2018-01-01 00:09:00,13602.0,13647.0,13602.0,13639.0,26.622141660000015,0,-45.0,736695.0055555556
2018-01-01 00:09:00,2018-01-01 00:10:00,13639.0,13676.71624501,13607.0,13640.0,45.15438248999998,1,-14.0,736695.00625
2018-01-01 00:10:00,2018-01-01 00:11:00,13639.0,13641.0,13600.0,13640.0,36.542425240000014,0,-30.0,736695.0069444445
2018-01-01 00:11:00,2018-01-01 00:12:00,13640.0,13650.0,13624.0,13624.0,26.901903270000016,1,-20.0,736695.0076388889
2018-01-01 00:12:00,2018-01-01 00:13:00,13624.0,13637.14310726,13611.96020142,13615.0,8.482073059999996,0,-14.0,736695.0083333333
2018-01-01 00:13:00,2018-01-01 00:14:00,13614.0,13633.0,13610.0,13633.0,11.470891179999997,1,-21.0,736695.0090277778
2018-01-01 00:14:00,2018-01-01 00:15:00,13634.0,13638.0,13612.0,13623.0,11.858361919999995,1,-22.0,736695.0097222222
2018-01-01 00:15:00,2018-01-01 00:16:00,13621.0,13621.0,13585.0,13586.0,27.209381639999997,0,-34.0,736695.0104166666
2018-01-01 00:16:00,2018-01-01 00:17:00,13588.0,13599.0,13585.0,13585.0,8.519094410000001,0,-9.0,736695.0111111111
2018-01-01 00:17:00,2018-01-01 00:18:00,13585.0,13585.0,13537.0,13539.0,37.95305872000005,0,-46.0,736695.0118055556
2018-01-01 00:18:00,2018-01-01 00:19:00,13537.0,13537.0,13519.0,13519.0,21.87980976,0,-17.0,736695.0125
2018-01-01 00:19:00,2018-01-01 00:20:00,13520.0,13571.18787767,13519.0,13546.0,31.532839730000003,0,-31.0,736695.0131944445
